Fecha y Hora del hecho,Fecha del hecho,Dia de la semana,Hora del hecho (HH:MM),Comuna/Corregimiento,Tipo de via de Hechos,Clase de Accidente,Genero,Edad,Características de la victima,Vehiculo de la Victima,Vehiculo 2 de la contraparte,Vehiculo 3 de la contraparte,Vehiculo 4 de la contraparte
03/14/2019 12:00:00 AM,03/14/2019 12:00:00 AM,jueves,1899-12-31T00:00:00.000,5,Municipal,Colisión con Objeto Móvil,Masculino,26,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
03/15/2019 11:30:00 PM,03/15/2019 12:00:00 AM,viernes,1899-12-31T23:30:00.000,8,Municipal,Volcamiento,Masculino,20,Conductor Moto,No aplica,No aplica,No aplica,No aplica
03/30/2019 12:56:00 PM,03/30/2019 12:00:00 AM,sábado,1899-12-31T12:56:00.000,5,Municipal,Colisión con Objeto Móvil,Femenino,23,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
04/01/2019 11:50:00 AM,04/01/2019 12:00:00 AM,lunes,1899-12-31T11:50:00.000,6,Municipal,Peatón Atropellado,Masculino,88,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
04/16/2019 06:00:00 AM,04/16/2019 12:00:00 AM,martes,1899-12-31T06:00:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,36,Conductor Moto,Motocicleta,Taxi,No aplica,No aplica
05/07/2019 06:00:00 AM,05/07/2019 12:00:00 AM,martes,1899-12-31T06:00:00.000,El Caguán,Municipal,Peatón Atropellado,Masculino,58,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
05/16/2019 12:53:00 AM,05/16/2019 12:00:00 AM,jueves,1899-12-31T00:53:00.000,7,Municipal,Colisión con Objeto Fijo,Masculino,31,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
05/21/2019 01:07:00 PM,05/21/2019 12:00:00 AM,martes,1899-12-31T13:07:00.000,6,Municipal,Peatón Atropellado,Masculino,73,Peatón,Autónomo (Peatón),Microbus/Busetón,No aplica,No aplica
05/26/2019 05:12:00 AM,05/26/2019 12:00:00 AM,domingo,1899-12-31T05:12:00.000,6,Municipal,Colisión con Objeto Móvil,Femenino,29,Pasajero Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
05/27/2019 08:23:00 AM,05/27/2019 12:00:00 AM,lunes,1899-12-31T08:23:00.000,4,Municipal,Peatón Atropellado,Masculino,86,Peatón,Autónomo (Peatón),Sin dato,No aplica,No aplica
05/28/2019 08:27:00 AM,05/28/2019 12:00:00 AM,martes,1899-12-31T08:27:00.000,Rio de la Ceibas,Municipal,Caída de Ocupante,Masculino,55,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
06/02/2019 08:45:00 AM,06/02/2019 12:00:00 AM,domingo,1899-12-31T08:45:00.000,7,Municipal,Colisión con Objeto Fijo,Masculino,68,Ciclista,Bicicleta,No aplica,No aplica,No aplica
06/07/2019 06:36:00 AM,06/07/2019 12:00:00 AM,viernes,1899-12-31T06:36:00.000,2,Municipal,Peatón Atropellado,Masculino,66,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
06/09/2019 07:47:00 AM,06/09/2019 12:00:00 AM,domingo,1899-12-31T07:47:00.000,3,Municipal,Colisión con Objeto Fijo,Masculino,21,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
06/09/2019 03:00:00 AM,06/09/2019 12:00:00 AM,domingo,1899-12-31T03:00:00.000,Rio de la Ceibas,Municipal,Caída de Ocupante,Masculino,24,Pasajero Moto,Motocicleta,No aplica,No aplica,No aplica
06/26/2019 02:39:00 AM,06/26/2019 12:00:00 AM,miércoles,1899-12-31T02:39:00.000,1,Municipal,Colisión con Objeto Fijo,Masculino,44,Pasajero Moto,Motocicleta,No aplica,No aplica,No aplica
06/28/2019 01:30:00 AM,06/28/2019 12:00:00 AM,viernes,1899-12-31T01:30:00.000,Fortalecillas,Municipal,Caída de Ocupante,Masculino,49,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
06/30/2019 10:00:00 PM,06/30/2019 12:00:00 AM,domingo,1899-12-31T22:00:00.000,Vegalarga,Municipal,Colisión con Objeto Fijo,Masculino,15,Pasajero Moto,Motocicleta,No aplica,No aplica,No aplica
07/09/2019 07:07:00 AM,07/09/2019 12:00:00 AM,martes,1899-12-31T07:07:00.000,2,Municipal,Colisión con Objeto Móvil,Femenino,64,Pasajero Moto,Motocicleta,Motocicleta,No aplica,No aplica
07/29/2019 06:40:00 AM,07/29/2019 12:00:00 AM,lunes,1899-12-31T06:40:00.000,2,Municipal,Peatón Atropellado,Masculino,70,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
07/31/2019 12:00:00 AM,07/31/2019 12:00:00 AM,miércoles,1899-12-31T00:00:00.000,5,Municipal,Colisión con Objeto Móvil,Masculino,21,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
08/01/2019 01:16:00 PM,08/01/2019 12:00:00 AM,jueves,1899-12-31T13:16:00.000,6,Municipal,Peatón Atropellado,Masculino,85,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
08/17/2019 04:07:00 PM,08/17/2019 12:00:00 AM,sábado,1899-12-31T16:07:00.000,El Caguán,Municipal,Colisión con Objeto Móvil,Masculino,41,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
08/24/2019 11:43:00 PM,08/24/2019 12:00:00 AM,sábado,1899-12-31T23:43:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,24,Conductor Moto,Motocicleta,Taxi,No aplica,No aplica
08/25/2019 03:50:00 AM,08/25/2019 12:00:00 AM,domingo,1899-12-31T03:50:00.000,1,Municipal,Colisión con Objeto Fijo,Femenino,23,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
08/27/2019 06:56:00 AM,08/27/2019 12:00:00 AM,martes,1899-12-31T06:56:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,17,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
09/02/2019 08:12:00 AM,09/02/2019 12:00:00 AM,lunes,1899-12-31T08:12:00.000,Vegalarga,Municipal,Volcamiento,Masculino,43,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
09/07/2019 05:14:00 AM,09/07/2019 12:00:00 AM,sábado,1899-12-31T05:14:00.000,5,Municipal,Colisión con Objeto Fijo,Femenino,18,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
09/07/2019 07:22:00 AM,09/07/2019 12:00:00 AM,sábado,1899-12-31T07:22:00.000,1,Municipal,Colisión con Objeto Móvil,Masculino,32,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
09/14/2019 05:55:00 AM,09/14/2019 12:00:00 AM,sábado,1899-12-31T05:55:00.000,1,Municipal,Colisión con Objeto Móvil,Masculino,71,Ciclista,Bicicleta,Motocicleta,No aplica,No aplica
09/14/2019 05:36:00 PM,09/14/2019 12:00:00 AM,sábado,1899-12-31T17:36:00.000,2,Municipal,Colisión con Objeto Móvil,Masculino,81,Ciclista,Bicicleta,Motocicleta,No aplica,No aplica
09/23/2019 04:07:00 PM,09/23/2019 12:00:00 AM,lunes,1899-12-31T16:07:00.000,6,Municipal,Colisión con Objeto Móvil,Femenino,63,Pasajero Moto,Motocicleta,Motocicleta,No aplica,No aplica
09/28/2019 08:54:00 PM,09/28/2019 12:00:00 AM,sábado,1899-12-31T20:54:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,48,Conductor Moto,Motocicleta,Tractomula,No aplica,No aplica
10/01/2019 08:00:00 AM,10/01/2019 12:00:00 AM,martes,1899-12-31T08:00:00.000,5,Municipal,Colisión con Objeto Móvil,Masculino,59,Ciclista,Bicicleta,Motocicleta,No aplica,No aplica
10/03/2019 01:30:00 AM,10/03/2019 12:00:00 AM,jueves,1899-12-31T01:30:00.000,3,Municipal,Colisión con Objeto Fijo,Masculino,20,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
10/11/2019 04:37:00 AM,10/11/2019 12:00:00 AM,viernes,1899-12-31T04:37:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,51,Pasajero Moto,Motocicleta,Taxi,No aplica,No aplica
10/13/2019 12:31:00 AM,10/13/2019 12:00:00 AM,domingo,1899-12-31T00:31:00.000,7,Municipal,Colisión con Objeto Móvil,Masculino,18,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
10/27/2019 09:13:00 AM,10/27/2019 12:00:00 AM,domingo,1899-12-31T09:13:00.000,1,Municipal,Colisión con Objeto Fijo,Masculino,64,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
10/29/2019 05:26:00 AM,10/29/2019 12:00:00 AM,martes,1899-12-31T05:26:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,53,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
11/02/2019 02:00:00 PM,11/02/2019 12:00:00 AM,sábado,1899-12-31T14:00:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,24,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
11/09/2019 04:20:00 AM,11/09/2019 12:00:00 AM,sábado,1899-12-31T04:20:00.000,Guacirco,Nacional,Colisión con Objeto Fijo,Masculino,68,Pasajero Vehículo,Vehiculo particular,No aplica,No aplica,No aplica
11/17/2019 03:00:00 AM,11/17/2019 12:00:00 AM,domingo,1899-12-31T03:00:00.000,6,Municipal,Colisión con Objeto Fijo,Masculino,46,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
11/18/2019 12:00:00 AM,11/18/2019 12:00:00 AM,lunes,1899-12-31T00:00:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,69,Pasajero Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
12/07/2019 10:35:00 PM,12/07/2019 12:00:00 AM,sábado,1899-12-31T22:35:00.000,Guacirco,Nacional,Colisión con Objeto Móvil,Masculino,46,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
12/16/2019 07:50:00 AM,12/16/2019 12:00:00 AM,lunes,1899-12-31T07:50:00.000,3,Municipal,Colisión con Objeto Móvil,Masculino,78,Pasajero Moto,Motocicleta,Motocicleta,No aplica,No aplica
12/30/2019 11:30:00 AM,12/30/2019 12:00:00 AM,lunes,1899-12-31T11:30:00.000,4,Municipal,Colisión con Objeto Fijo,Masculino,53,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
01/11/2020 11:29:00 AM,01/11/2020 12:00:00 AM,sábado,1899-12-31T11:29:00.000,7,Municipal,Colisión con Objeto Móvil,Femenino,71,Pasajero Moto,Motocicleta,Motocicleta,No aplica,No aplica
01/12/2020 11:00:00 AM,01/12/2020 12:00:00 AM,domingo,1899-12-31T11:00:00.000,6,Municipal,Caída de Ocupante,Masculino,30,Pasajero Vehículo,Autónomo (Peatón),Tractomula,No aplica,No aplica
01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,jueves,1899-12-31T00:00:00.000,5,Municipal,Peatón Atropellado,Masculino,80,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
01/21/2020 11:05:00 PM,01/21/2020 12:00:00 AM,martes,1899-12-31T23:05:00.000,6,Municipal,Peatón Atropellado,Femenino,75,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
01/22/2020 01:15:00 PM,01/22/2020 12:00:00 AM,miércoles,1899-12-31T13:15:00.000,9,Municipal,Volcamiento,Masculino,64,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
01/23/2020 03:15:00 PM,01/23/2020 12:00:00 AM,jueves,1899-12-31T15:15:00.000,6,Municipal,Peatón Atropellado,Masculino,78,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
01/31/2020 07:03:00 PM,01/31/2020 12:00:00 AM,viernes,1899-12-31T19:03:00.000,5,Municipal,Peatón Atropellado,Masculino,66,Peatón,Autónomo (Peatón),Vehiculo particular,No aplica,No aplica
02/05/2020 08:40:00 AM,02/05/2020 12:00:00 AM,miércoles,1899-12-31T08:40:00.000,3,Municipal,Colisión con Objeto Móvil,Masculino,76,Ciclista,Bicicleta,Motocicleta,No aplica,No aplica
02/08/2020 08:50:00 PM,02/08/2020 12:00:00 AM,sábado,1899-12-31T20:50:00.000,10,Municipal,Volcamiento,Masculino,56,Pasajero Moto,Motocicleta,No aplica,No aplica,No aplica
03/11/2020 08:21:00 PM,03/11/2020 12:00:00 AM,martes,1899-12-31T20:21:00.000,3,Municipal,Peatón Atropellado,Masculino,68,Peatón,Autónomo (Peatón),Bicicleta,No aplica,No aplica
05/25/2020 05:56:00 AM,05/25/2020 12:00:00 AM,lunes,1899-12-31T05:56:00.000,Fortalecillas,Municipal,Colisión con Objeto Fijo,Masculino,29,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
06/16/2020 05:30:00 PM,06/16/2020 12:00:00 AM,martes,1899-12-31T17:30:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,28,Conductor Moto,Motocicleta,Sin dato,No aplica,No aplica
07/16/2020 11:30:00 AM,07/16/2020 12:00:00 AM,jueves,1899-12-31T11:30:00.000,Fortalecillas,Municipal,Colisión con Objeto Móvil,Masculino,17,Conductor Moto,Motocicleta,Sin dato,No aplica,No aplica
07/24/2020 05:10:00 PM,07/24/2020 12:00:00 AM,viernes,1899-12-31T17:10:00.000,8,Municipal,Volcamiento,Femenino,28,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
08/12/2020 07:27:00 PM,08/12/2020 12:00:00 AM,miércoles,1899-12-31T19:27:00.000,7,Municipal,Sin Dato,Masculino,21,Conductor Moto,Sin dato,Sin dato,No aplica,No aplica
09/09/2020 07:27:00 PM,09/09/2020 12:00:00 AM,miércoles,1899-12-31T19:27:00.000,9,Municipal,Peatón Atropellado,Masculino,83,Peatón,Autónomo (Peatón),Público,No aplica,No aplica
09/22/2020 03:00:00 PM,09/22/2020 12:00:00 AM,martes,1899-12-31T15:00:00.000,3,Municipal,Colisión,Masculino,26,Conductor Moto,Motocicleta,Particular,No aplica,No aplica
09/20/2020 04:04:00 PM,09/20/2020 12:00:00 AM,domingo,1899-12-31T16:04:00.000,Fortalecillas,Municipal,Colisión con objeto fijo,Masculino,24,Conductor Moto,Motocicleta,Particular,No aplica,No aplica
09/26/2020 12:15:00 PM,09/26/2020 12:00:00 AM,sábado,1899-12-31T12:15:00.000,Vegalarga,Municipal,Volcamiento,Masculino,53,Pasajero,Camión/Camioneta,No aplica,No aplica,No aplica
09/27/2020 04:50:00 AM,09/27/2020 12:00:00 AM,domingo,1899-12-31T04:50:00.000,8,Municipal,Colisión con objeto fijo,Masculino,25,Conductor de Moto,Motocicleta,Particular,No aplica,No aplica
09/29/2020 12:00:00 AM,09/29/2020 12:00:00 AM,martes,Sin dato,1,Municipal,Colisión con objeto fijo,Femenino,53,Conductor Bicicleta,Bicicleta,Camión/Camioneta,No aplica,No aplica
09/18/2020 01:30:00 PM,09/18/2020 12:00:00 AM,viernes,1899-12-31T13:30:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,22,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
10/03/2020 09:20:00 AM,10/03/2020 12:00:00 AM,sábado,1899-12-31T09:20:00.000,Guacirco,Municipal,Colisión con Objeto Móvil,Masculino,29,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
10/09/2020 05:00:00 AM,10/09/2020 12:00:00 AM,viernes,1899-12-31T05:00:00.000,6,Municipal,Peatón Atropellado,Masculino,25,Peatón,Autónomo (Peatón),Camión/Camioneta,No aplica,No aplica
10/23/2020 12:10:00 PM,10/23/2020 12:00:00 AM,viernes,1899-12-31T12:10:00.000,9,Municipal,Colisión con Objeto Móvil,Masculino,32,Conductor Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
10/26/2020 09:04:00 AM,10/26/2020 12:00:00 AM,lunes,1899-12-31T09:04:00.000,9,Municipal,Volcamiento,Masculino,52,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
11/22/2020 11:34:00 AM,11/22/2020 12:00:00 AM,domingo,1899-12-31T11:34:00.000,1,Municipal,Colisión con objeto fijo,Masculino,43,Conductor Moto,Motocicleta,Sin dato,No aplica,No aplica
12/06/2020 12:30:00 AM,12/06/2020 12:00:00 AM,domingo,1899-12-31T00:30:00.000,El Caguán,Municipal,Colisión con objeto fijo,Masculino,22,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
12/15/2020 07:50:00 PM,12/15/2020 12:00:00 AM,martes,1899-12-31T19:50:00.000,El Caguán,Municipal,Colisión con objeto movil,Femenino,33,Conductor Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
12/20/2020 03:03:00 PM,12/20/2020 12:00:00 AM,domingo,1899-12-31T15:03:00.000,4,Municipal,Colisión con objeto movil,Masculino,51,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
12/24/2020 12:30:00 PM,12/24/2020 12:00:00 AM,jueves,1899-12-31T12:30:00.000,2,Municipal,Colisión con objeto movil,Masculino,25,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
12/25/2020 01:04:00 AM,12/25/2020 12:00:00 AM,viernes,1899-12-31T01:04:00.000,1,Municipal,Colisión con objeto movil,Masculino,57,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
12/31/2020 12:00:00 AM,12/31/2020 12:00:00 AM,jueves,1899-12-31T00:00:00.000,Fortalecillas,Municipal,Peatón Atropellado,Masculino,81,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
01/08/2021 10:40:00 PM,01/08/2021 12:00:00 AM,viernes,1899-12-31T22:40:00.000,Guacirco,Municipal,Volcamiento,Masculino,33,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
02/06/2021 06:27:00 AM,02/06/2021 12:00:00 AM,sábado,1899-12-31T06:27:00.000,6,Municipal,Otra Clase de Accidente,Femenino,17,Ciclista,Bicicleta,No aplica,No aplica,No aplica
02/10/2021 08:10:00 PM,02/10/2021 12:00:00 AM,miércoles,1899-12-31T20:10:00.000,6,Municipal,Colisión con objeto movil,Masculino,57,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
02/15/2021 06:30:00 AM,02/15/2021 12:00:00 AM,lunes,1899-12-31T06:30:00.000,6,Municipal,Colisión con objeto movil,Masculino,20,Pasajero Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
02/15/2021 08:05:00 AM,02/15/2021 12:00:00 AM,lunes,1899-12-31T08:05:00.000,6,Municipal,Colisión con objeto movil,Masculino,20,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
03/07/2021 11:17:00 PM,03/07/2021 12:00:00 AM,domingo,1899-12-31T23:17:00.000,3,Municipal,Colisión con objeto fijo,Masculino,21,Conductor Moto,Motocicleta,Sin dato,No aplica,No aplica
03/11/2021 11:17:00 PM,03/11/2021 12:00:00 AM,jueves,1899-12-31T23:17:00.000,1,Municipal,Volcamiento,Femenino,49,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
03/13/2021 02:44:00 AM,03/13/2021 12:00:00 AM,sábado,1899-12-31T02:44:00.000,4,Municipal,Colisión con objeto fijo,Masculino,58,Ciclista,Bicicleta,Vehiculo particular,No aplica,No aplica
03/13/2021 08:24:00 AM,03/13/2021 12:00:00 AM,sábado,1899-12-31T08:24:00.000,Fortalecillas,Municipal,Colisión con objeto móvil,Masculino,63,Ciclista,Bicicleta,Motocicleta,No aplica,No aplica
02/14/2021 05:44:00 AM,02/14/2021 12:00:00 AM,domingo,1899-12-31T05:44:00.000,El Caguán,Municipal,Volcamiento,Femenino,31,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
03/28/2021 08:23:00 PM,03/28/2021 12:00:00 AM,domingo,1899-12-31T20:23:00.000,1,Municipal,Volcamiento,Masculino,24,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
04/06/2021 02:50:00 AM,04/06/2021 12:00:00 AM,martes,1899-12-31T02:50:00.000,6,Municipal,Colisión con objeto movil,Masculino,28,Conductor de Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
04/09/2021 12:47:00 AM,04/09/2021 12:00:00 AM,viernes,1899-12-31T00:47:00.000,3,Municipal,Colisión con objeto movil,Masculino,77,Ciclista,Bicicleta,Vehiculo particular,No aplica,No aplica
04/13/2021 06:08:00 AM,04/13/2021 12:00:00 AM,martes,1899-12-31T06:08:00.000,6,Municipal,Colisión con objeto movil,Femenino,22,Conductor de Moto,Motocicleta,Particular,No aplica,No aplica
04/19/2021 05:13:00 AM,04/19/2021 12:00:00 AM,lunes,1899-12-31T05:13:00.000,9,Municipal,Peatón Atropellado,Masculino,6,Peatón,Autónomo (Peatón),Particular,No aplica,No aplica
04/25/2021 08:20:00 AM,04/25/2021 12:00:00 AM,domingo,1899-12-31T08:20:00.000,1,Municipal,Colisión con objeto fijo,Masculino,33,Conductor de Moto,Motocicleta,No aplica,No aplica,No aplica
05/08/2021 01:55:00 PM,05/08/2021 12:00:00 AM,sábado,1899-12-31T13:55:00.000,Fortalecillas,Municipal,Colisión con objeto movil,Masculino,28,Pasajero de Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
05/06/2021 03:00:00 AM,05/06/2021 12:00:00 AM,jueves,1899-12-31T03:00:00.000,4,Municipal,Peatón Atropellado,Femenino,72,Peatón,Autónomo (Peatón),Microbus/Busetón,No aplica,No aplica
05/11/2021 03:13:00 PM,05/11/2021 12:00:00 AM,martes,1899-12-31T15:13:00.000,10,Municipal,Colisión con objeto fijo,Masculino,15,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
05/30/2021 03:35:00 PM,05/30/2021 12:00:00 AM,domingo,1899-12-31T15:35:00.000,1,Municipal,Colisión con objeto fijo,Masculino,46,Conductor Moto,Motocicleta,Sin dato,No aplica,No aplica
06/24/2021 05:23:00 PM,06/24/2021 12:00:00 AM,jueves,1899-12-31T17:23:00.000,6,Municipal,Colisión con animales,Masculino,43,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
07/25/2021 03:36:00 AM,07/25/2021 12:00:00 AM,domingo,1899-12-31T03:36:00.000,San Luis,Municipal,Sin Dato,Masculino,27,Conductor Moto,Motocicleta,Sin dato,Sin dato,Sin dato
08/01/2021 02:50:00 PM,08/01/2021 12:00:00 AM,domingo,1899-12-31T14:50:00.000,1,Municipal,Volcamiento,Masculino,49,Conductor Moto,Particular,Sin dato,Sin dato,Sin dato
08/02/2021 11:00:00 PM,08/02/2021 12:00:00 AM,lunes,1899-12-31T23:00:00.000,1,Municipal,Volcamiento,Masculino,42,Conductor Moto,Particular,Sin dato,Sin dato,Sin dato
08/07/2021 03:58:00 AM,08/07/2021 12:00:00 AM,sábado,1899-12-31T03:58:00.000,6,Municipal,Colisión con objeto móvil,Masculino,36,Conductor Moto,Particular,Sin dato,Sin dato,Sin dato
08/14/2021 03:58:00 AM,08/14/2021 12:00:00 AM,sábado,1899-12-31T03:58:00.000,Vegalarga,Municipal,Volcamiento,Masculino,53,Conductor Camioneta,Particular,No aplica,No aplica,No aplica
08/19/2021 06:04:00 PM,08/19/2021 12:00:00 AM,jueves,1899-12-31T18:04:00.000,El Caguán,Municipal,Colision con objeto fijo,Masculino,18,Pasajero moto,Particular,Otro,No aplica,No aplica
08/19/2021 01:40:00 PM,08/19/2021 12:00:00 AM,jueves,1899-12-31T13:40:00.000,El Caguán,Municipal,Colision con objeto fijo,Masculino,17,Conductor Moto,Motocicleta,Otro,No aplica,No aplica
08/30/2021 12:29:00 AM,08/30/2021 12:00:00 AM,lunes,1899-12-31T00:29:00.000,7,Municipal,Caida de ocupante,Masculino,21,Peatón,No aplica,No aplica,No aplica,Particular
09/20/2021 12:29:00 AM,09/20/2021 12:00:00 AM,lunes,1899-12-31T00:29:00.000,9,Municipal,Colisión con objeto fijo,Masculino,25,Conductor Moto,Motocicleta,Particular,No aplica,Particular
09/27/2021 04:30:00 PM,09/27/2021 12:00:00 AM,lunes,1899-12-31T16:30:00.000,6,Municipal,Colisión con objeto móvil,Masculino,35,Conductor Moto,Motocicleta,No aplica,No aplica,Particular
10/02/2021 11:04:00 AM,10/02/2021 12:00:00 AM,sabado,1899-12-31T11:04:00.000,6,Municipal,Peatón Atropellado,Femenino,71,Peatón,No aplica,Motocicleta,No aplica,No aplica
10/03/2021 05:30:00 AM,10/03/2021 12:00:00 AM,domingo,1899-12-31T05:30:00.000,1,Municipal,Colisión con objeto fijo,Masculino,26,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
10/13/2021 06:30:00 AM,10/13/2021 12:00:00 AM,miércoles,1899-12-31T06:30:00.000,9,Nacional,Sin Dato,Masculino,30,Peatón,No aplica,No aplica,No aplica,No aplica
10/17/2021 10:15:00 PM,10/17/2021 12:00:00 AM,domingo,1899-12-31T22:15:00.000,5,Municipal,Colisión con objeto movil,Masculino,32,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
10/20/2021 11:04:00 AM,10/20/2021 12:00:00 AM,miércoles,1899-12-31T11:04:00.000,4,Municipal,Colisión con objeto móvil,Femenino,53,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
10/20/2021 05:44:00 PM,10/20/2021 12:00:00 AM,miércoles,1899-12-31T17:44:00.000,1,Municipal,Colisión con objeto móvil,Masculino,25,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
10/24/2021 01:00:00 AM,10/24/2021 12:00:00 AM,domingo,1899-12-31T01:00:00.000,GUACIRCO,Municipal,Colisión con objeto fijo,Masculino,30,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
10/26/2021 10:00:00 PM,10/26/2021 12:00:00 AM,martes,1899-12-31T22:00:00.000,El Caguán,Municipal,Colisión con objeto fijo,Masculino,47,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
10/27/2021 12:00:00 AM,10/27/2021 12:00:00 AM,miércoles,Sin dato,5,Municipal,Sin Dato,Masculino,76,Sin Dato,Sin dato,Sin dato,Sin dato,Sin dato
10/27/2021 04:15:00 PM,10/27/2021 12:00:00 AM,miércoles,1899-12-31T16:15:00.000,6,Municipal,Colisión con objeto móvil,Masculino,34,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
11/05/2021 12:00:00 AM,11/05/2021 12:00:00 AM,viernes,sin dato,6,Municipal,Volcamiento,Femenino,40,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
11/09/2021 03:27:00 PM,11/09/2021 12:00:00 AM,martes,1899-12-31T15:27:00.000,6,Municipal,Colsion con objeto movil,Masculino,27,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
11/09/2021 09:00:00 PM,11/09/2021 12:00:00 AM,martes,1899-12-31T21:00:00.000,6,Municipal,Peatón Atropellado,Masculino,47,Peatón,No aplica,Motocicleta,No aplica,No aplica
11/11/2021 11:15:00 PM,11/11/2021 12:00:00 AM,jueves,1899-12-31T23:15:00.000,2,Municipal,Volcamiento,Masculino,22,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
11/13/2021 03:43:00 PM,11/13/2021 12:00:00 AM,sábado,1899-12-31T15:43:00.000,Trapichito,Municipal,Colision con objeto movil,Masculino,55,Conductor moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
11/15/2021 03:11:00 PM,11/15/2021 12:00:00 AM,lunes,1899-12-31T15:11:00.000,San Antonio,Municipal,Volcamiento,Femenino,62,Pasajero de vehiculo,Camión/Camioneta,No aplica,No aplica,No aplica
11/22/2021 09:07:00 PM,11/22/2021 12:00:00 AM,lunes,1899-12-31T21:07:00.000,6,Municipal,Colision con objeto movil,Femenino,40,Conductor de Moto,Motocicleta,Motocicleta,No aplica,No aplica
